#Time (s);Angle (radians)
8.41042;3.134780298
8.42206;3.141592654
8.43287;3.135150347
8.44534;3.129965588
8.45848;3.127100612
8.47205;3.126943941
8.48563;3.129638344
8.49881;3.134977889
8.51128;3.141592654
8.52293;3.136459213
8.53595;3.133199763
8.54945;3.132588802
8.56304;3.134818029
8.57628;3.139738391
8.58886;3.141592654
8.60063;3.136756989
8.61372;3.133891259
8.62724;3.133713131
8.64078;3.136364808
8.65391;3.141592654
8.66636;3.13812999
8.67976;3.137077541
8.69332;3.138837634
8.7066;3.141592654
8.71928;3.138729689
8.73274;3.138407063
8.74625;3.14090052
8.75939;3.141592654
8.77185;3.138324596
8.78525;3.137488069
8.79876;3.139455255
8.81198;3.141592654
8.82457;3.138691047
8.838;3.138295945
8.85148;3.140702413
8.8646;3.141592654
8.87706;3.138471843
8.89044;3.137792033
8.90391;3.139904377
8.91708;3.141592654
8.9296;3.138692901
8.94299;3.138274393
8.95644;3.140643096
8.96953;3.141592654
8.98198;3.138586401
8.99533;3.138022422
9.00877;3.140237873
9.02188;3.141592654
9.03435;3.138720971
9.04771;3.138311087
9.06112;3.140674478
9.07419;3.141592654
9.0866;3.138679408
9.09994;3.138204823
9.11333;3.140495977
9.1264;3.141592654
9.13882;3.13876478
9.15215;3.138383595
9.16552;3.140761435
9.17855;3.141592654
9.19094;3.138758796
9.20425;3.138357237
9.21761;3.140707959
9.23063;3.141592654
9.24301;3.138817229
9.25631;3.138475597
9.26965;3.140879324
9.28264;3.141592654
9.295;3.138830298
9.30828;3.138491964
9.3216;3.140892056
9.33458;3.141592654
9.34692;3.138874438
9.36019;3.138578688
9.3735;3.141014481
9.38645;3.141592654
9.39877;3.138896759
9.41202;3.138616026
9.42531;3.141059799
9.43825;3.141592654
9.45056;3.138933688
9.46379;3.138686743
9.47706;3.141157549
9.48998;3.141592654
9.50227;3.13896014
9.51549;3.13873371
9.52874;3.141217997
9.54164;3.141592654
9.55391;3.138993473
9.56712;3.138796401
9.58035;3.141303242
9.59323;3.141592654
9.60548;3.139021668
9.61868;3.13884742
9.6319;3.141370172
9.64476;3.141592654
9.65699;3.139053179
9.67017;3.138905979
9.68337;3.141449134
9.69621;3.141592654
9.70843;3.139081987
9.72159;3.138958632
9.73477;3.141518703
9.7476;3.141592654
9.75979;3.139112303
9.77295;3.139014757
9.78611;3.141592654
9.79891;3.14058793
9.81211;3.141592654
9.82507;3.141174706
9.83823;3.141592654
9.85108;3.140831416
9.86425;3.141592654
9.87716;3.141061186
9.89032;3.141592654
9.90318;3.140942375
9.91633;3.141592654
9.9292;3.141034034
9.94234;3.141592654
9.95519;3.140999794
9.96832;3.141592654
9.98117;3.141040079
9.99429;3.141592654
