#Time (s);Angle (degrees)
5.65123;151.59339
5.65739;152.42706
5.66334;153.26514
5.6691;154.10718
5.6747;154.95273
5.68014;155.80143
5.68544;156.65283
5.6906;157.50675
5.69564;158.36292
5.70057;159.22116
5.70538;160.08129
5.7101;160.94313
5.71472;161.80659
5.71924;162.6714
5.72369;163.53765
5.72805;164.40507
5.73233;165.27375
5.73655;166.14342
5.74069;167.01417
5.74477;167.88582
5.74878;168.75837
5.75273;169.63173
5.75663;170.5059
5.76047;171.380781
5.76426;172.256418
5.76799;173.132712
5.77168;174.009618
5.77532;174.8871
5.77892;175.765176
5.78247;176.643774
5.78598;177.522849
5.78944;178.402473
5.79287;179.2825317
5.79626;180
5.79962;179.2628199
5.80358;178.403679
5.80761;177.545781
5.8117;176.68926
5.81585;175.834116
5.82008;174.98052
5.82437;174.128562
5.82874;173.278341
5.83319;172.430028
5.83773;171.583749
5.84235;170.73972
5.84707;169.89795
5.85188;169.05879
5.85681;168.22242
5.86184;167.38911
5.867;166.55913
5.87228;165.73275
5.87771;164.91051
5.88328;164.09277
5.88902;163.27998
5.89493;162.47295
5.90103;161.67222
5.90733;160.87878
5.91387;160.09371
5.92067;159.31818
5.92774;158.5539
5.93513;157.80285
5.94288;157.06764
5.95102;156.3516
5.95963;155.65905
5.96876;154.99593
5.9785;154.37007
5.98894;153.79254
6.00019;153.27864
6.01232;152.84952
6.02538;152.53317
6.03929;152.36262
6.05373;152.36667
6.06814;152.55495
6.08197;152.90856
6.09488;153.39132
6.10678;153.96705
6.11774;154.60839
6.12787;155.29626
6.13731;156.01806
6.14614;156.76542
6.15446;157.53231
6.16233;158.31468
6.16982;159.10947
6.17696;159.91443
6.18381;160.72785
6.19038;161.54838
6.19672;162.37503
6.20283;163.2069
6.20875;164.04336
6.21449;164.88387
6.22006;165.72789
6.22548;166.57515
6.23075;167.4252
6.2359;168.27786
6.24092;169.13277
6.24583;169.98975
6.25063;170.84862
6.25533;171.709335
6.25993;172.571598
6.26445;173.4354
6.26888;174.300525
6.27323;175.166919
6.2775;176.034546
6.28171;176.903235
6.28584;177.772995
6.28991;178.643673
6.29391;179.5153077
6.29786;180
6.30175;179.2797507
6.30639;178.437294
6.31113;177.597306
6.31596;176.759982
6.32091;175.925511
6.32597;175.094226
6.33115;174.266451
6.33646;173.442483
6.34191;172.622745
6.34752;171.807705
6.35328;170.99793
6.35923;170.19396
6.36536;169.39674
6.37171;168.60699
6.3783;167.82606
6.38514;167.05512
6.39226;166.29606
6.39971;165.55086
6.40752;164.82231
6.41573;164.11401
6.42442;163.43046
6.43363;162.77787
6.44346;162.16479
6.454;161.60274
6.46533;161.10774
6.47754;160.70175
6.49065;160.41294
6.50453;160.27308
6.51883;160.30737
6.53302;160.52031
6.54658;160.89057
6.55923;161.38269
6.57091;161.96301
6.58169;162.60588
6.59169;163.29384
6.60101;164.01483
6.60975;164.76084
6.61799;165.52629
6.62579;166.30704
6.63322;167.10012
6.64032;167.90346
6.64712;168.71526
6.65366;169.53417
6.65997;170.35938
6.66605;171.18981
6.67195;172.024857
6.67766;172.86399
6.68321;173.706714
6.68861;174.552651
6.69387;175.40145
6.699;176.252895
6.704;177.106635
6.7089;177.962562
6.71369;178.820424
6.71837;179.680095
6.72297;180
6.72747;179.2999467
6.7329;178.480818
6.73847;177.6663
6.74421;176.857029
6.75012;176.053653
6.75622;175.256847
6.76252;174.467583
6.76906;173.68695
6.77584;172.916271
6.78291;172.157202
6.79029;171.411768
6.79802;170.68266
6.80614;169.97319
6.81471;169.28784
6.8238;168.63246
6.83348;168.01488
6.84384;167.44617
6.85496;166.941
6.86693;166.51989
6.87977;166.20903
6.89339;166.03884
6.9075;166.03587
6.92162;166.20939
6.93523;166.54365
6.94799;167.00643
6.95982;167.56389
6.97075;168.18912
6.98088;168.86322
6.99032;169.57323
6.99917;170.31033
7.00751;171.068229
7.0154;171.842625
7.02291;172.630278
7.03008;173.428839
7.03694;174.236436
7.04354;175.051647
7.04989;175.873428
7.05603;176.700834
7.06196;177.533154
7.06772;178.369731
7.07331;179.2101051
7.07874;180
7.08403;179.3263869
7.09045;178.5429
7.0971;177.768801
7.10402;177.005556
7.11123;176.255037
7.11877;175.519584
7.12668;174.802167
7.13501;174.106683
7.14382;173.438199
7.15317;172.803501
7.16315;172.211841
7.17383;171.675828
7.18531;171.212652
7.19764;170.8452
7.21079;170.60148
7.2246;170.51058
7.23866;170.59158
7.25248;170.84178
7.26563;171.236808
7.27789;171.743112
7.28924;172.33047
7.29975;172.97622
7.30953;173.664531
7.31867;174.384585
7.32726;175.12893
7.33538;175.892211
7.34308;176.67063
7.35042;177.461334
7.35744;178.262181
7.36418;179.071596
7.37066;179.8882245
7.37691;180
7.38295;179.3551842
7.39031;178.61337
7.39802;177.888069
7.40611;177.182694
7.41465;176.501655
7.42369;175.850802
7.43331;175.237965
7.44359;174.6738
7.4546;174.172824
7.46643;173.75454
7.47909;173.444049
7.4925;173.270043
7.50639;173.257704
7.52031;173.416743
7.53378;173.733984
7.54647;174.179889
7.55826;174.722211
7.56919;175.334517
7.57933;175.99761
7.5888;176.698233
7.59767;177.427197
7.60603;178.178085
7.61395;178.94628
7.62148;179.728443
7.62867;180
7.63556;179.3907522
7.64396;178.704441
7.65285;178.046685
7.66228;177.424686
7.67235;176.848209
7.68312;176.330502
7.69468;175.889412
7.70706;175.548168
7.72021;175.334373
7.73393;175.274604
7.74781;175.38372
7.76138;175.655304
7.77426;176.063886
7.78627;176.577561
7.79742;177.168222
7.80776;177.81489
7.8174;178.502787
7.82643;179.2216665
7.83492;179.9643923
7.84296;180
7.8506;179.4269844
7.85991;178.798824
7.86982;178.214004
7.88041;177.68493
7.89177;177.22827
7.90394;176.865849
7.91689;176.62419
7.93044;176.530248
7.94426;176.601987
7.95787;176.837922
7.97087;177.216399
7.98304;177.706476
7.99435;178.279164
8.00484;178.912107
8.01461;179.5893327
8.02376;180
8.03237;179.477451
8.04276;178.933923
8.05388;178.457841
8.0658;178.0695
8.07851;177.794028
8.09188;177.658542
8.10561;177.684156
8.11926;177.875262
8.13241;178.215345
8.14479;178.675263
8.15631;179.2251189
8.167;179.840844
8.17695;180
8.18626;179.5208526
8.19738;179.048538
8.2093;178.664409
8.22199;178.393482
8.23533;178.262451
8.24902;178.2918
8.26262;178.485345
8.27571;178.826472
8.28804;179.2863198
8.29952;179.8355322
8.31018;180
8.32011;179.5642479
8.33184;179.1619569
8.34435;178.867233
8.35754;178.70661
8.37115;178.702353
8.38476;178.862202
8.39795;179.1736353
8.41042;179.6096808
8.42206;180
8.43287;179.630883
8.44534;179.3338182
8.45848;179.1696672
8.47205;179.1606906
8.48563;179.3150685
8.49881;179.6210019
8.51128;180
8.52293;179.7058755
8.53595;179.5191228
8.54945;179.4841173
8.56304;179.6118426
8.57628;179.8937586
8.58886;180
8.60063;179.7229368
8.61372;179.5587426
8.62724;179.5485366
8.64078;179.7004665
8.65391;180
8.66636;179.801604
8.67976;179.7413031
8.69332;179.842149
8.7066;180
8.71928;179.8359642
8.73274;179.8174791
8.74625;179.9603437
8.75939;180
8.77185;179.8127541
8.78525;179.7648246
8.79876;179.8775361
8.81198;180
8.82457;179.8337502
8.838;179.8111125
8.85148;179.948993
8.8646;180
8.87706;179.8211907
8.89044;179.7822405
8.90391;179.9032689
8.91708;180
8.9296;179.8338564
8.94299;179.8098777
8.95644;179.9455944
8.96953;180
8.98198;179.8277544
8.99533;179.7954408
9.00877;179.9223768
9.02188;180
9.03435;179.8354647
9.04771;179.8119801
9.06112;179.9473924
9.07419;180
9.0866;179.8330833
9.09994;179.8058916
9.11333;179.9371651
9.1264;180
9.13882;179.8379748
9.15215;179.8161345
9.16552;179.9523747
9.17855;180
9.19094;179.8376319
9.20425;179.8146243
9.21761;179.9493107
9.23063;180
9.24301;179.8409799
9.25631;179.8214058
9.26965;179.9591292
9.28264;180
9.295;179.8417287
9.30828;179.8223436
9.3216;179.9598587
9.33458;180
9.34692;179.8442577
9.36019;179.8273125
9.3735;179.9668732
9.38645;180
9.39877;179.8455366
9.41202;179.8294518
9.42531;179.9694697
9.43825;180
9.45056;179.8476525
9.46379;179.8335036
9.47706;179.9750704
9.48998;180
9.50227;179.8491681
9.51549;179.8361946
9.52874;179.9785337
9.54164;180
9.55391;179.8510779
9.56712;179.8397865
9.58035;179.983418
9.59323;180
9.60548;179.8526934
9.61868;179.8427097
9.6319;179.9872528
9.64476;180
9.65699;179.8544988
9.67017;179.8460649
9.68337;179.9917769
9.69621;180
9.70843;179.8561494
9.72159;179.8490817
9.73477;179.995763
9.7476;180
9.75979;179.8578864
9.77295;179.8522974
9.78611;180
9.79891;179.9424336
9.81211;180
9.82507;179.9760533
9.83823;180
9.85108;179.9563843
9.86425;180
9.87716;179.9695491
9.89032;180
9.90318;179.9627418
9.91633;180
9.9292;179.9679935
9.94234;180
9.95519;179.9660317
9.96832;180
9.98117;179.9683398
9.99429;180
